clinician_id,clinician_code,provider_id,role,specialty,grade_band,sex,ethnicity_ons,fte,start_date,end_date,is_active
288,CLN000288,21,Occupational Therapist,Radiology,Band 8a,F,Black,0.6,2014-11-23,,True
289,CLN000289,21,Occupational Therapist,Emergency Medicine,Band 7,F,White,0.96,2012-04-06,2013-08-08,False
290,CLN000290,21,Psychologist,Radiology,Consultant,F,White,0.4,2012-01-27,,True
291,CLN000291,21,Community Nurse,Geriatrics,GP Partner,F,White,0.43,2022-06-16,,True
292,CLN000292,21,Community Nurse,General Medicine,GP Partner,M,White,0.63,2022-05-27,2023-11-11,False
293,CLN000293,21,Psychologist,Geriatrics,Band 7,M,White,0.66,2013-06-01,,True
294,CLN000294,21,Physiotherapist,Geriatrics,ST3,M,White,0.61,2017-07-14,,True
295,CLN000295,21,Psychologist,Geriatrics,GP Partner,M,White,0.53,2011-08-20,2015-07-06,False
296,CLN000296,21,Occupational Therapist,Cardiology,Band 7,F,White,0.74,2021-08-17,,True
297,CLN000297,21,Community Nurse,Primary Care,ST3,M,White,0.45,2017-02-26,2019-07-20,False
298,CLN000298,21,Community Nurse,General Medicine,Band 5,F,Asian,0.45,2011-08-15,,True
299,CLN000299,21,Community Nurse,General Medicine,Consultant,F,White,0.87,2012-12-16,,True
300,CLN000300,21,Physiotherapist,Primary Care,Band 6,F,White,0.92,2019-10-23,,True
301,CLN000301,21,Psychologist,Cardiology,Band 7,F,Mixed,0.98,2011-10-22,,True
302,CLN000302,21,Occupational Therapist,Primary Care,ST3,M,White,0.49,2018-04-02,,True
303,CLN000303,22,Paramedic,Cardiology,Band 6,M,White,0.45,2015-10-03,,True
304,CLN000304,22,ED Doctor,Radiology,GP Partner,M,White,0.47,2020-08-01,,True
305,CLN000305,22,Paramedic,General Medicine,Band 6,F,White,0.58,2022-02-11,2023-03-05,False
306,CLN000306,22,Paramedic,Primary Care,GP Partner,F,White,0.59,2015-11-04,,True
307,CLN000307,22,Paramedic,Primary Care,Consultant,F,White,0.88,2019-07-21,,True
308,CLN000308,22,ED Doctor,Emergency Medicine,Band 8a,M,White,0.96,2015-11-02,2022-08-13,False
309,CLN000309,22,ED Doctor,General Medicine,Band 5,M,White,0.51,2020-06-08,,True
310,CLN000310,22,ED Nurse,Emergency Medicine,GP Partner,F,Other,0.54,2021-05-09,,True
311,CLN000311,22,ED Doctor,Mental Health,ST3,F,White,0.78,2010-06-08,2012-10-08,False
312,CLN000312,22,Paramedic,Physiotherapy,ST3,F,White,0.44,2019-12-01,,True
313,CLN000313,22,ED Doctor,Respiratory,Band 7,M,White,0.46,2019-01-23,,True
314,CLN000314,22,Paramedic,Respiratory,ST3,M,Black,0.5,2009-03-03,,True
315,CLN000315,22,Paramedic,Radiology,ST3,F,White,0.91,2012-01-08,,True
316,CLN000316,22,ED Nurse,Emergency Medicine,ST3,M,Black,0.56,2016-06-26,,True
317,CLN000317,22,ED Doctor,Mental Health,Band 8a,F,White,0.61,2020-01-25,,True
318,CLN000318,22,Paramedic,Mental Health,GP Partner,F,White,0.68,2018-10-16,,True
319,CLN000319,22,ED Doctor,Geriatrics,Band 7,F,White,0.7,2011-04-13,,True
320,CLN000320,22,Paramedic,Geriatrics,Band 7,M,White,0.94,2009-09-11,,True
321,CLN000321,22,ED Doctor,Primary Care,Band 7,M,White,0.91,2009-08-14,,True
322,CLN000322,22,ED Doctor,Emergency Medicine,ST3,M,Black,0.78,2016-09-12,2023-10-10,False
323,CLN000323,22,Paramedic,Physiotherapy,Band 8a,F,White,0.5,2011-08-22,,True
324,CLN000324,22,ED Doctor,Physiotherapy,Band 8a,M,White,0.7,2008-11-09,2023-07-26,False
325,CLN000325,22,ED Doctor,Respiratory,ST3,M,White,0.52,2012-01-18,,True
326,CLN000326,22,ED Nurse,Geriatrics,GP Partner,F,White,0.73,2018-09-24,,True
327,CLN000327,22,Paramedic,Geriatrics,Band 7,F,Other,0.91,2020-04-08,,True
328,CLN000328,23,ED Nurse,Radiology,Band 7,F,White,0.83,2011-09-02,,True
329,CLN000329,23,ED Doctor,Physiotherapy,Band 7,F,White,0.48,2022-06-08,,True
330,CLN000330,23,ED Nurse,Mental Health,Band 5,M,White,0.98,2016-09-16,,True
331,CLN000331,23,ED Doctor,Cardiology,GP Partner,F,White,0.42,2010-02-03,,True
332,CLN000332,23,ED Nurse,Cardiology,GP Partner,M,White,0.94,2011-07-27,,True
333,CLN000333,23,Paramedic,Physiotherapy,ST3,F,White,0.81,2019-06-15,,True
334,CLN000334,23,Paramedic,General Medicine,Consultant,M,White,0.62,2010-03-08,,True
335,CLN000335,23,Paramedic,Mental Health,Band 8a,M,White,0.46,2008-04-15,,True
336,CLN000336,23,ED Doctor,Primary Care,Band 6,F,White,0.51,2018-07-19,2021-03-15,False
337,CLN000337,23,ED Nurse,Diabetes,Band 8a,F,Asian,0.45,2017-01-18,,True
338,CLN000338,23,Paramedic,Radiology,Band 5,F,White,0.73,2014-08-14,,True
339,CLN000339,23,ED Doctor,Geriatrics,Band 6,F,White,0.95,2020-02-10,,True
340,CLN000340,23,ED Doctor,Cardiology,Band 6,M,White,0.59,2018-09-02,,True
341,CLN000341,23,Paramedic,Cardiology,Band 8a,M,White,0.8,2017-12-22,,True
342,CLN000342,23,ED Doctor,Mental Health,Band 8a,F,White,0.57,2019-12-14,,True
343,CLN000343,23,ED Doctor,Primary Care,ST3,F,White,0.45,2013-07-20,,True
344,CLN000344,23,ED Nurse,Physiotherapy,Band 7,M,White,0.76,2020-04-24,,True
345,CLN000345,23,ED Nurse,Respiratory,Band 6,M,Other,0.78,2008-01-02,,True
346,CLN000346,23,ED Doctor,Emergency Medicine,ST3,F,White,0.67,2011-07-03,,True
347,CLN000347,23,ED Doctor,Primary Care,Band 8a,F,Mixed,0.82,2022-11-09,,True
348,CLN000348,23,ED Nurse,Diabetes,Band 8a,F,White,0.62,2012-06-17,2019-02-21,False
349,CLN000349,23,Paramedic,Physiotherapy,Consultant,F,White,0.69,2013-05-18,,True
350,CLN000350,23,ED Nurse,Respiratory,Consultant,F,White,0.74,2010-05-18,,True
351,CLN000351,23,ED Doctor,Primary Care,Consultant,F,White,0.78,2017-03-16,,True
352,CLN000352,23,ED Nurse,Respiratory,Band 7,M,White,0.7,2011-07-19,,True
353,CLN000353,24,Radiographer,Physiotherapy,Band 8a,F,Asian,0.64,2020-04-19,,True
354,CLN000354,24,Radiographer,Emergency Medicine,Band 8a,M,White,0.99,2018-02-03,,True
355,CLN000355,24,Sonographer,Mental Health,ST3,F,Black,0.65,2016-10-04,,True
356,CLN000356,24,Radiographer,Diabetes,GP Partner,M,White,0.98,2009-06-20,,True
357,CLN000357,24,Sonographer,Emergency Medicine,Band 5,F,White,0.76,2022-02-03,,True
358,CLN000358,24,Radiographer,Cardiology,Band 5,M,White,0.91,2021-02-21,,True
359,CLN000359,24,Radiologist,General Medicine,Consultant,F,White,0.64,2012-10-11,,True
360,CLN000360,24,Sonographer,General Medicine,Consultant,M,White,0.49,2022-07-20,,True
361,CLN000361,24,Radiologist,Primary Care,Band 6,F,White,0.44,2012-01-26,,True
362,CLN000362,24,Sonographer,Respiratory,Band 5,M,White,0.72,2009-02-04,,True
363,CLN000363,24,Sonographer,Emergency Medicine,Band 5,M,White,0.9,2013-12-20,,True
364,CLN000364,24,Radiographer,General Medicine,Band 6,F,White,0.69,2012-07-16,2022-03-25,False
365,CLN000365,24,Radiologist,Cardiology,Consultant,M,Other,0.91,2012-01-09,,True
366,CLN000366,24,Radiographer,Geriatrics,Band 6,F,White,0.91,2013-11-06,,True
367,CLN000367,24,Sonographer,Emergency Medicine,Band 5,F,Asian,0.79,2010-09-21,,True
368,CLN000368,24,Radiologist,General Medicine,Band 5,M,Black,0.54,2021-01-25,,True
369,CLN000369,24,Radiographer,Respiratory,Band 8a,M,White,0.43,2015-09-23,,True
370,CLN000370,24,Sonographer,Emergency Medicine,Consultant,F,White,0.58,2013-11-22,,True
371,CLN000371,24,Sonographer,Emergency Medicine,ST3,M,Mixed,0.58,2022-01-11,,True
372,CLN000372,24,Radiologist,Geriatrics,Consultant,F,White,0.86,2022-03-27,,True
373,CLN000373,24,Radiologist,Cardiology,Band 6,M,Asian,0.71,2021-08-25,,True
374,CLN000374,25,Radiographer,Mental Health,Band 5,M,White,0.82,2015-12-12,,True
375,CLN000375,25,Sonographer,Diabetes,ST3,M,White,0.52,2013-01-21,,True
376,CLN000376,25,Radiographer,Diabetes,Consultant,F,Mixed,0.62,2009-05-18,2020-09-22,False
377,CLN000377,25,Sonographer,Cardiology,Band 8a,M,White,0.85,2009-08-03,,True
378,CLN000378,25,Sonographer,Physiotherapy,Band 6,M,Black,0.53,2022-02-03,,True
379,CLN000379,25,Radiologist,Diabetes,GP Partner,F,White,0.86,2014-12-14,,True
380,CLN000380,25,Radiographer,Primary Care,Band 6,F,Mixed,0.64,2016-11-17,,True
381,CLN000381,25,Radiologist,Cardiology,ST3,F,Other,0.67,2009-04-01,,True
382,CLN000382,25,Radiographer,Respiratory,Band 7,M,White,0.87,2018-02-24,,True
383,CLN000383,25,Radiologist,Physiotherapy,Band 8a,M,Other,0.65,2014-08-23,2021-10-19,False
384,CLN000384,25,Radiographer,General Medicine,Band 5,M,White,0.5,2012-04-04,,True
385,CLN000385,25,Sonographer,Diabetes,Consultant,F,White,0.78,2019-01-25,,True
386,CLN000386,25,Radiographer,Mental Health,Band 5,M,White,0.48,2016-09-06,,True
387,CLN000387,25,Sonographer,Diabetes,Band 6,F,White,0.85,2016-11-03,,True
388,CLN000388,25,Sonographer,Diabetes,Band 6,F,White,0.94,2020-02-21,2023-04-19,False
389,CLN000389,25,Radiologist,Radiology,Band 5,M,White,0.67,2012-02-14,,True
390,CLN000390,25,Radiographer,Primary Care,Band 8a,F,White,0.55,2017-05-12,,True
391,CLN000391,25,Sonographer,Geriatrics,GP Partner,M,Black,0.92,2015-05-23,,True
392,CLN000392,25,Radiographer,Geriatrics,Band 7,F,Asian,0.42,2013-02-12,,True
393,CLN000393,25,Radiologist,Diabetes,Band 5,F,White,0.74,2008-01-26,,True
394,CLN000394,25,Radiographer,Emergency Medicine,Band 5,F,Black,0.7,2017-12-13,,True
